wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
brick,2,9,90,9,46.739493,30.640908,94000
brick,8,11,91,10,46.754801,30.58455,95000
monolith,7,21,93,23,46.769094,30.50015,165000
brick,7,7,91.3,7.4,46.740472,30.584202,89000
panel,9,14,92,12,46.721001,30.615884,99990
brick,3,5,92,8.2,46.735941,30.58802,105000
brick,11,12,94.1,10.1,46.759593,30.653891,11005
brick,5,5,92,7.5,46.739478,30.50601,115000
monolithBrick,6,8,93.8,30.4,46.778796,30.598825,16600
monolith,10,11,91.9,18.4,46.781033,30.636356,12000
brick,5,7,90,9,46.732012,30.594054,107000
monolith,3,13,93,16,46.760915,30.550208,11000
brick,3,13,93,15.2,46.760915,30.550208,111000
monolith,3,21,93,15,46.760915,30.550208,166000
monolithBrick,3,12,94.1,14,46.726583,30.502648,11900
monolith,8,23,96,10,46.754618,30.524058,92000
brick,3,4,99,14,46.737497,30.629304,95000
monolith,3,3,97.6,10,46.746527,30.598,108000
brick,5,6,96.7,25.5,46.765392,30.61028,115000
brick,2,8,96.5,16.8,46.772578,30.59102,135000
brick,3,13,100,14,46.774188,30.615363,135000
brick,3,13,100,12,46.774188,30.615363,79500
monolith,6,13,97,18,46.74076,30.58104,82000
brick,2,12,98,12.1,46.742189,30.504992,83000
brick,5,7,100,10.3,46.78566,30.630284,93500
brick,1,6,95,16,46.741794,30.582538,94500
brick,2,5,95,34,46.776193,30.629001,98000
brick,5,5,99.9,9.8,46.77995,30.669549,109000
stalin,4,6,98,7.5,46.733219,30.620086,122000
monolithBrick,2,7,97,18,46.774645,30.602118,13990
brick,5,7,100,10.3,46.78566,30.630284,15000
brick,5,9,98,20,46.73438,30.655823,165000
brick,2,6,95,18,46.748964,30.596435,164000
brick,11,11,95,11,46.754593,30.56892,22000
brick,11,11,100,15,46.754593,30.56892,99900
brick,2,8,100,7,46.757678,30.606606,145000
brick,2,8,100,26,46.757678,30.606606,176000
stalin,7,10,100,13,46.735616,30.630391,97500
brick,4,5,100,20,46.761229,30.590003,109000
monolith,10,12,100,20,46.770811,30.591189,93500
monolith,4,12,104.7,6,46.726583,30.502648,81000
monolithBrick,7,14,116,23,46.722142,30.618569,89000
brick,3,6,118,25,46.742939,30.65993,99000
monolith,5,5,107.3,33,46.775459,30.603519,92500
brick,2,6,102.6,8.4,46.765037,30.60009,93500
brick,3,6,110,8.8,46.765037,30.60009,99500
monolithBrick,5,11,112,16,46.730725,30.500968,10200
monolithBrick,5,9,100,11,46.760945,30.656963,11000
brick,3,8,116,25,46.74754,30.586661,126000
brick,3,4,104,12,46.737684,30.650145,133500
stalin,2,6,100,9,46.75134,30.59101,218000
brick,4,8,100.9,6.3,46.773241,30.60365,86000
brick,6,6,106,8.8,46.78773,30.64153,87000
brick,1,16,117.8,9,46.718633,30.506809,107990
monolith,37,44,115,20,46.770806,30.564212,136000
brick,2,4,110.6,15.4,46.769646,30.639383,137000
stalin,11,12,100,11,46.754593,30.56892,115000
monolith,9,18,112,20,46.774092,30.594683,20110
monolith,6,7,116,16,46.730948,30.64401,20110
brick,3,3,109,7.7,46.747054,30.598393,20390
monolith,3,7,112,15,46.721731,30.502899,206340
brick,8,10,110.8,10,46.783357,30.599381,127000
brick,8,10,110.8,10,46.783357,30.599381,15000
monolith,5,12,107,12.9,46.726583,30.502648,19900
monolithBrick,4,12,120,24,46.726583,30.502648,19900
monolith,4,7,111,18,46.754198,30.598645,106000
monolithBrick,7,17,118,15,46.776664,30.58881,81000
monolith,6,7,126,14.9,46.72961,30.500404,10000
brick,7,9,123,11,46.769271,30.604996,10000
monolithBrick,15,21,141.6,14.1,46.761468,30.54906,108500
brick,2,5,120,22,46.733787,30.620894,115000
brick,9,12,122,16,46.736944,30.500483,12000
monolith,50,62,142.6,10,46.749511,30.530083,12000
monolith,2,4,142,31,46.768132,30.616863,125000
brick,3,6,132.7,14,46.74073,30.62298,12990
monolithBrick,6,8,122.3,12.8,46.778796,30.598825,134000
brick,4,7,140,14,46.760434,30.614419,149000
monolith,2,11,130,25,46.757212,30.649552,157500
monolith,8,12,135.6,15,46.725331,30.50301,159000
monolith,9,13,129,20,46.774867,30.601609,179000
monolith,15,18,146.5,17,46.7249,30.5068,26489
monolith,10,23,130,20,46.761452,30.68244,105000
monolithBrick,7,9,123,11,46.769271,30.604996,11000
brick,4,6,120,15,46.736589,30.629996,111000
monolith,5,14,121,25,46.727217,30.506043,125000
monolithBrick,2,11,149.9,18,46.723699,30.58369,13000
brick,3,5,122,10,46.764587,30.66804,103000
brick,3,8,125,15,46.781813,30.634344,21000
monolithBrick,5,5,130,25,46.741389,30.650314,124000
stalin,3,6,130,15.2,46.75134,30.59101,106990
monolith,16,19,131,13,46.771545,30.568956,124000
monolithBrick,9,20,120,15,46.722162,30.61309,139000
monolith,7,13,122,20,46.768527,30.592132,165000
brick,2,5,125,15,46.771808,30.595009,105000
monolith,5,10,132,13,46.73961,30.580335,114500
monolithBrick,2,6,124,15,46.741039,30.605409,124000
brick,2,5,144.2,11,46.753544,30.585008,125000
monolithBrick,3,12,121,9,46.768324,30.593354,132000
brick,8,14,147,17,46.722142,30.618569,139500
monolith,3,7,141.9,15.7,46.746925,30.649454,109900
brick,7,7,123,25,46.749486,30.593183,13000
brick,8,14,147,17.2,46.722142,30.618569,146000
monolithBrick,4,8,147,15,46.771418,30.629358,15000
monolithBrick,2,6,158,15,46.753899,30.630982,18000
brick,3,5,164,18,46.750368,30.58526,132500
brick,10,12,151,17,46.735839,30.612551,166000
monolithBrick,6,9,159,12,46.741784,30.596633,192500
brick,2,8,157.6,19.4,46.74754,30.586661,90000
brick,3,6,164,18,46.750368,30.58526,11000
monolith,4,18,160,15,46.736143,30.606286,139890
monolith,3,17,152,45,46.722142,30.618569,148000
monolith,5,5,160,40,46.746203,30.63643,169500
monolith,10,13,153,14,46.762181,30.540531,175000
monolithBrick,1,3,150,29,46.76324,30.651825,189000
monolith,5,12,167,17.6,46.726583,30.502648,189000
brick,4,6,158,28,46.737314,30.600891,205000
monolithBrick,2,7,161.6,18,46.740036,30.641261,105000
brick,4,4,150,10.4,46.764511,30.65693,146500
brick,2,5,150,23,46.759346,30.642,153000
monolith,5,6,151.9,15,46.749983,30.604969,166000
brick,4,4,180,15,46.759588,30.646489,19800
monolithBrick,3,12,185,45,46.72961,30.500404,188900
monolithBrick,6,11,189,25,46.738449,30.581236,188900
monolithBrick,5,7,180,20,46.738759,30.620633,189000
brick,8,12,190,23,46.739666,30.663458,192500
brick,8,17,196,15,46.7499,30.5936,19600
brick,8,19,196,11,46.751457,30.500355,145000
brick,5,5,180,15,46.769874,30.663503,122000
monolithBrick,4,7,189,10,46.72961,30.500404,134900
brick,6,7,182,10,46.763346,30.594002,134000
monolith,4,5,198,14,46.763933,30.596031,145500
brick,2,5,193,24.5,46.75324,30.586329,21300
monolith,30,85,190,10,46.74938,30.534092,239000
brick,5,6,170,32,46.758433,30.636491,99000
brick,4,7,186,12,46.745068,30.595025,155000
brick,4,7,182,25,46.745068,30.595025,13600
panel,3,5,172,16,46.741982,30.588916,245000
monolith,6,10,180,15,46.751224,30.586302,285000
monolith,9,10,170,36,46.774867,30.601609,307500
monolithBrick,9,10,170,15,46.774867,30.601609,346500
monolith,4,13,199,17,46.774867,30.601609,98000
brick,2,6,215,20,46.741029,30.595312,133000
monolithBrick,42,73,224.3,20,46.747115,30.539008,176900
brick,13,19,298.6,20,46.751457,30.500355,185000
monolithBrick,2,7,230,27,46.742154,30.621302,213000
brick,13,19,254,20,46.751457,30.500355,105000
monolith,2,7,255.9,37.3,46.762333,30.616054,114000
monolith,13,14,217,31,46.777732,30.599166,16200
monolith,11,12,210.4,24,46.725331,30.50301,123000
monolith,12,20,223.4,17,46.722999,30.612829,124990
monolithBrick,12,14,220,20,46.722142,30.618569,128900
monolith,4,6,230,10,46.76172,30.604592,132000
brick,2,6,210,23,46.763457,30.636024,134900
monolith,48,60,225.6,25,46.748143,30.540488,137000
monolithBrick,6,12,205,16,46.722142,30.618569,149900
monolithBrick,18,18,276,20,46.723861,30.610053,157000
brick,6,6,218.5,11.5,46.761188,30.630641,168000
monolithBrick,12,14,240,18,46.722142,30.618569,173400
monolith,42,65,200,50,46.747115,30.539008,185000
brick,2,5,220,15,46.759091,30.603235,187000
brick,2,5,220,15,46.759091,30.603235,216500
brick,2,5,220,15,46.759091,30.603235,219000
monolithBrick,6,12,215,26,46.759932,30.561392,227000
monolith,9,10,385,45,46.772391,30.59365,116000
monolith,3,11,320,37,46.757212,30.649552,132000
monolith,6,8,350,40,46.764734,30.594414,137000
brick,3,5,305,52.9,46.742767,30.600092,138500
brick,3,6,380,28,46.754481,30.600933,139000
brick,5,9,300,12,46.767251,30.584408,139500
brick,3,5,305,53,46.742767,30.600092,145000
brick,14,14,315,34,46.767139,30.560285,152000
brick,13,15,330,18,46.73889,30.666629,156100
monolithBrick,11,12,360,18,46.725331,30.50301,147000
monolith,19,20,300,28,46.723861,30.610053,189900
panel,4,7,367,37,46.745068,30.595025,16300
brick,4,5,379,20,46.762201,30.63466,18500
brick,3,5,311,20,46.763245,30.624822,185000
monolith,17,17,350,22,46.779859,30.599302,205000
brick,4,6,320,20,46.74333,30.601439,16400
monolithBrick,17,17,380,64,46.722563,30.612668,205000
monolithBrick,17,17,340,22,46.779859,30.599302,145000
monolith,9,10,348,25,46.767149,30.568066,155000
brick,1,5,14.9,2,46.801384,30.544324,165000
brick,1,8,21,5,46.803347,30.5093,177990
brick,2,9,21,3.5,46.794897,30.56611,189900
brick,8,9,28,6.5,46.845683,30.480622,19182806
brick,5,5,27,6,46.876819,30.51609,22000
brick,5,5,25.5,6,46.876819,30.51609,219990
monolith,16,17,27,4,46.869117,30.403959,239000
brick,2,5,27.4,5.6,46.828228,30.492141,268000
panel,7,9,27,6,46.86844,30.568318,113500
brick,3,9,29.7,6,46.849034,30.406133,139900
brick,10,12,27.5,4,46.788469,30.550565,139500
brick,8,8,29.9,6.3,46.872592,30.462433,155000
panel,9,9,32,6,46.868748,30.535405,19700
monolith,20,20,32,6,46.880945,30.54118,23000
monolith,2,15,31.7,6,46.789391,30.536823,201000
brick,2,8,31.3,7,46.844662,30.564464,30100
brick,3,5,30.3,6,46.878091,30.519055,153000
block,5,5,31,6,46.804116,30.502396,152500
brick,5,8,31,6.6,46.844662,30.564464,163000
brick,2,8,31.1,7,46.812772,30.50132,24300
brick,4,5,32.9,8.8,46.794603,30.509254,259500
panel,8,9,32,6.5,46.865823,30.559003,31300
brick,4,5,30,6,46.781575,30.51096,183000
monolith,4,15,32,6,46.790787,30.523204,263000
panel,5,5,30.8,5.7,46.880258,30.523483,143000
panel,9,9,32.9,6.9,46.868986,30.560213,145000
panel,5,5,30.8,8,46.880258,30.523483,145000
panel,5,5,30.8,6,46.880258,30.523483,149900
panel,5,5,30.8,6,46.880258,30.523483,153000
panel,5,5,30,6,46.880258,30.523483,173000
panel,4,9,32,7,46.833587,30.501686,176000
brick,2,5,30.2,5.5,46.830316,30.492536,179000
brick,2,5,31.2,6,46.814482,30.562021,185000
monolith,16,17,30,12,46.869511,30.403554,189000
brick,3,5,30.2,5.6,46.786718,30.569333,191000
brick,9,9,32,7,46.797883,30.539509,199000
monolith,6,15,32.5,5,46.789391,30.536823,19900
brick,8,8,32,6.5,46.803884,30.533041,19100
brick,8,8,30,6,46.805381,30.52033,118000
panel,4,9,32.6,6.6,46.877198,30.536949,131000
panel,9,9,32.8,6,46.86446,30.5001,135000
panel,9,9,32.9,6.9,46.868986,30.560213,18500
panel,2,9,30.1,7.9,46.84356,30.50229,165000
block,5,9,32.6,5.5,46.843267,30.54411,16700
block,1,5,31,7,46.792766,30.501534,175000
brick,3,9,31,6,46.789062,30.502684,177000
block,2,9,32,7,46.831145,30.50106,176000
brick,6,8,32,7,46.800231,30.502055,179500
brick,4,5,32.9,8.8,46.794603,30.509254,149900
brick,5,5,30,6,46.796653,30.543282,255000
brick,3,5,30.2,5.6,46.786718,30.569333,107000
brick,2,4,32,7,46.775186,30.543515,134500
panel,5,5,30.8,6,46.880258,30.523483,169880
brick,7,9,30.3,6,46.79895,30.560601,172000
brick,2,5,30.1,5.3,46.810177,30.532924,188900
monolith,15,16,32,5,46.789391,30.536823,201280
brick,4,5,33,9,46.794603,30.509254,225000
panel,5,9,33,7,46.865753,30.54188,225000
block,5,12,33,10,46.86305,30.514931,31800
panel,4,9,33,6,46.860408,30.502308,157000
panel,6,9,33,6,46.870314,30.565398,198000
monolith,8,22,34,10,46.878167,30.538242,208500
panel,5,12,33,10,46.86305,30.514931,26100
brick,2,9,33.9,6.4,46.857897,30.406016,213000
brick,9,9,34,9,46.833253,30.49005,24300
monolithBrick,17,19,34.96,11.8,46.878167,30.538242,29600
monolith,31,31,34.9,12,46.846785,30.401004,356000
panel,7,9,33,6,46.862793,30.520195,198000
panel,6,9,33,6,46.86356,30.561455,369000
brick,9,9,33,8,46.895908,30.530283,249400
block,1,12,33,10,46.837368,30.52644,249500
block,10,14,34.5,9,46.875092,30.491853,271920
monolith,5,16,34,11,46.846957,30.56452,27013500
block,10,12,35,10,46.869885,30.485215,222000
stalin,2,4,33,8,46.801571,30.510464,40100
monolith,9,23,35,11,46.797058,30.526825,185000
panel,6,9,33,7,46.844612,30.548339,19900
monolithBrick,5,22,37.5,9.7,46.86547,30.530649,50000
panel,8,25,37,11,46.945332,30.34514,123000
panel,8,16,36,8,46.884797,30.490021,144900
block,5,12,35,10,46.871859,30.53819,148000
brick,12,18,36,9,46.863469,30.559523,19500
panel,17,17,37,7.3,46.831908,30.50354,175000
brick,10,12,37.5,9,46.800317,30.509606,177000
block,8,14,36,9.5,46.81823,30.516584,185000
monolith,8,22,35.6,11.6,46.878889,30.53863,208000
panel,10,12,35.5,8,46.826918,30.495312,26300
block,16,16,37,10,46.826084,30.524058,27500
block,8,9,36.9,6,46.840998,30.536634,268500
monolithBrick,10,10,35.5,10.5,46.878167,30.538242,28700
panel,4,12,35,10,46.871597,30.511293,29800
panel,9,9,36,6.5,46.882586,30.555598,289000
panel,2,16,36.1,9,46.884797,30.490021,34500
panel,1,12,35.1,7.5,46.866788,30.468901,135000
panel,12,12,36,10,46.864606,30.538539,138000
panel,7,9,36.6,6,46.876688,30.556846,19500
brick,1,5,36.4,9,46.810467,30.503043,155000
panel,12,16,37,8,46.883292,30.486535,157000
panel,2,19,36,9,46.869304,30.409663,189000
monolith,17,19,35,12,46.878167,30.538242,19900
brick,9,9,37,7,46.821937,30.50245,152000
panel,15,17,37.9,8,46.868435,30.485843,124000
brick,7,9,36,5.7,46.794801,30.568515,155000
brick,2,9,36,9,46.788566,30.500043,183000
panel,11,17,35.5,9,46.857468,30.500504,112000
block,2,9,36.8,7.4,46.779747,30.52501,139000
brick,3,9,35,7.2,46.80529,30.508204,146500
block,2,9,35,10,46.776163,30.53881,147800
brick,3,8,36,8,46.792144,30.566431,176000
panel,1,16,36,9,46.892254,30.56326,225000
panel,5,16,37.2,8.6,46.88514,30.490991,244500
block,1,12,36,8,46.82706,30.520806,247500
brick,3,6,38,9,46.781438,30.569962,289900
block,11,14,39,10,46.881066,30.564509,295000
panel,10,16,39,8.5,46.891466,30.5251,299000
brick,1,14,38,8.4,46.827681,30.521255,359900
monolith,8,14,39.1,11,46.871673,30.556613,366000
panel,12,17,38,8.4,46.877137,30.543094,365000
block,11,12,39,9,46.843111,30.495,19800
panel,13,17,38,8,46.857574,30.502,18900
panel,15,17,39,9.5,46.86204,30.555696,275000
panel,2,17,38,10,46.875152,30.52008,165000
block,6,14,39,7,46.86405,30.502064,172800
monolith,7,21,39,10,46.879495,30.5398,199900
panel,14,17,39,8.5,46.869359,30.520633,185000
panel,1,16,38.6,9.6,46.888134,30.563143,265000
panel,2,16,38,8,46.884797,30.490021,129000
block,2,16,38,8,46.884797,30.490021,143000
brick,4,5,38.6,5,46.897508,30.53164,16800
panel,6,12,39,6,46.871072,30.510421,185000
monolithBrick,4,14,39.1,8.6,46.884624,30.524615,219900
brick,1,9,39,6,46.864308,30.466018,25200
panel,10,14,38,8,46.871713,30.493344,221000
panel,18,22,39,10,46.846057,30.564106,228000
panel,3,17,39,9.5,46.857468,30.500504,24400
block,4,9,38,8,46.800023,30.543021,30000
block,8,12,39.1,6.1,46.842317,30.493005,319000
block,12,12,38.6,6.5,46.847533,30.49268,319000
panel,6,12,38.9,6.1,46.871597,30.511293,388000
panel,6,17,38,8,46.835412,30.534622,138000
panel,2,12,38,8,46.824263,30.510809,19500
block,10,14,38,7,46.799102,30.522998,175000
monolithBrick,23,26,39,4,46.840912,30.495231,179000
brick,9,12,39.3,9,46.780886,30.560296,183000
panel,15,16,38.9,9,46.891123,30.526699,188000
panel,2,14,38.8,9,46.876314,30.566844,187880
brick,1,14,38,8.4,46.827681,30.521255,28800
panel,2,16,38,8,46.884797,30.490021,28600
panel,1,12,39.4,8.9,46.861307,30.521533,26100
monolith,12,12,38.4,7,46.84304,30.540001,212000
monolith,2,17,38.5,8,46.872506,30.550403,40500
monolith,7,12,38.6,7.5,46.84304,30.540001,125000
brick,3,14,39.6,9.6,46.831357,30.530939,208000
block,7,12,38.6,6.5,46.86651,30.534882,29200
block,7,14,38.9,10,46.837515,30.53685,288000
block,1,12,38,6,46.813829,30.55948,31900
monolith,15,15,40.1,8.8,46.795444,30.526896,185000
monolith,15,15,40.6,9,46.795444,30.526896,185000
panel,12,14,42.6,9,46.884802,30.540389,185000
brick,6,16,40,7,46.808478,30.505561,28300
panel,4,5,42.3,5.3,46.787452,30.50114,359000
block,12,12,40,6.3,46.8724,30.538862,692000
monolith,6,24,42.5,11.9,46.880576,30.542096,279500
monolith,2,16,40,10,46.836772,30.518452,30800
monolith,4,22,40.1,10.6,46.860069,30.481505,239000
brick,7,10,40,10,46.843146,30.50344,249000
monolithBrick,21,22,42,9,46.835356,30.49596,495000
block,14,14,40.2,6.2,46.802411,30.555535,179500
block,2,16,40.4,9.9,46.884817,30.538341,205000
monolith,10,17,40,9,46.872097,30.558526,204000
monolith,7,8,40.8,12,46.861176,30.549426,525000
monolith,7,22,40,13,46.864758,30.535233,27500
block,3,5,42.1,6,46.801587,30.558562,15499999
panel,14,17,40.4,8.2,46.843682,30.540306,19900
brick,3,5,42,6,46.801587,30.558562,20000
panel,7,14,40.3,7,46.837783,30.540254,205000
brick,9,9,42.9,7.2,46.833107,30.490101,205000
brick,1,5,41.5,5.8,46.799932,30.544019,236000
stalin,1,10,41,12,46.808902,30.499354,26500
brick,2,5,42,5,46.789411,30.501821,258700
monolith,1,9,42.7,5.8,46.792635,30.504444,259900
block,12,14,40,6,46.805169,30.534325,24600
monolith,33,36,42.5,14.6,46.837181,30.490315,24600
brick,4,8,42,5.2,46.802771,30.510009,295000
block,2,8,42.4,6,46.80652,30.513844,3000
panel,3,16,40,10,46.800119,30.50132,323500
brick,5,9,41.8,7.7,46.778259,30.505352,3300
monolith,12,21,42.1,10,46.785169,30.564033,429000
panel,1,9,40,8,46.806444,30.504489,524500
brick,4,5,40,6,46.851111,30.51609,209900
block,5,5,41.6,6,46.841837,30.530011,28300
panel,2,18,40.3,8.7,46.841807,30.54959,21800
brick,2,5,42,6,46.827403,30.510601,185000
brick,3,9,42.1,6,46.854628,30.402001,185000
panel,17,17,41,10,46.858468,30.563539,195000
block,12,12,40,17,46.8724,30.538862,195000
monolith,8,21,41.04,10.7,46.879495,30.5398,20000
block,12,12,40,6,46.847533,30.49268,215000
panel,4,17,42.5,9,46.867607,30.462936,239000
brick,2,5,41,6,46.838339,30.489392,25500
panel,7,36,41.8,13.4,46.837181,30.490315,28600
block,3,14,40,6,46.810784,30.518003,595000
monolith,12,36,42,13.4,46.837181,30.490315,165000
monolith,21,24,42.2,11,46.880576,30.542096,194000
monolith,5,5,41,12,46.810597,30.500229,209000
monolith,8,22,44.3,23.4,46.809014,30.54014,249000
monolith,8,22,44.3,23.4,46.809014,30.54014,264000
brick,3,5,44.7,5.5,46.830326,30.489338,278000
brick,2,5,43,6,46.798627,30.542994,297000
panel,9,9,44.1,6.1,46.873445,30.56423,23400
block,3,9,44.5,5.5,46.794675,30.500265,35060
block,2,9,43,5.5,46.799892,30.505316,40000
panel,6,9,44.1,5.8,46.863101,30.51019,399900
brick,1,5,44.1,6,46.821644,30.491269,209990
panel,1,9,43.3,6.1,46.859867,30.500132,255000
monolithBrick,2,19,44.7,8,46.863717,30.493838,24200
brick,3,5,43.7,7,46.810617,30.493138,37100
panel,3,14,44.5,6,46.802487,30.562982,410400
block,2,12,44.6,5.7,46.857771,30.400805,502000
brick,6,9,44,6.5,46.803423,30.5069,299500
brick,4,9,44,6,46.816642,30.49861,359500
brick,2,5,43,5,46.798627,30.542994,47800
monolith,16,25,44.6,10,46.863111,30.403088,274900
brick,5,5,43.4,5.5,46.847437,30.569683,168000
block,5,12,44.2,5.9,46.810375,30.550906,169200
brick,2,5,43,6,46.798627,30.542994,199900
panel,3,5,44.6,6,46.850439,30.50109,21070
brick,9,9,43,5.5,46.799892,30.505316,25050
block,3,5,43.8,5.7,46.782218,30.566449,26040
panel,1,12,47.1,10,46.859469,30.510581,26080
panel,1,5,45,6,46.834623,30.48082,37050
panel,2,9,45.6,6.3,46.802103,30.552606,385000
monolith,22,36,46.4,10,46.837181,30.490315,139000
monolith,3,35,46,12,46.863631,30.408414,149900
monolith,10,35,46,12.7,46.857068,30.409582,159100
block,3,5,45,6,46.872516,30.546821,173000
monolithBrick,15,24,45,11,46.94626,30.346005,179000
stalin,2,5,47,6,46.80825,30.533033,219000
brick,1,5,46.9,6,46.82136,30.502102,29200
panel,3,9,45.4,6,46.859867,30.500132,295000
panel,7,14,47,10,46.874587,30.493695,46000
block,11,12,47.6,8.6,46.8468,30.483301,238000
panel,5,12,45,6,46.810375,30.550906,212500
brick,5,5,45,6,46.796653,30.543282,22060
brick,5,5,45,5,46.796653,30.543282,225000
brick,1,9,47,7,46.798389,30.50681,287000
brick,3,15,45,9,46.816945,30.560913,30000
brick,3,15,45.3,9,46.816945,30.560913,41500
monolithBrick,6,14,45.5,6,46.789391,30.536823,22070
monolithBrick,4,14,45,10,46.884624,30.524615,24000
panel,6,9,45,6,46.868753,30.569003,265000
panel,8,12,45,7,46.884115,30.490005,278000
brick,5,5,45,8.3,46.818938,30.526968,345400
monolith,2,12,45,6,46.873834,30.4925,229000
brick,2,5,45,6,46.834643,30.488099,258000
panel,2,5,45.5,5.5,46.812084,30.559865,268000
panel,8,9,45,6.5,46.81173,30.565946,49600
monolith,31,32,45,17,46.888998,30.558436,64750
monolith,3,25,45,11.6,46.838152,30.539814,235000
panel,4,5,45,5,46.793111,30.56033,155000
monolith,6,15,49.1,15,46.795444,30.526896,155000
monolith,3,12,49.5,13.5,46.788581,30.520034,168000
monolithBrick,6,15,48,6,46.789391,30.536823,185000
monolith,6,15,49.1,15.1,46.795444,30.526896,185000
brick,3,15,49.6,6.8,46.816945,30.560913,199900
monolithBrick,6,15,48,6,46.789391,30.536823,20000
monolith,6,15,49.1,15.1,46.795444,30.526896,227700
monolith,6,13,49,7,46.789391,30.536823,263000
stalin,8,9,49,7.5,46.802781,30.536284,279000
monolith,2,7,49.2,12.9,46.794406,30.566198,31000
monolith,8,26,49,10,46.84073,30.494404,398000
monolith,7,25,48,8.5,46.863581,30.40421,442000
brick,5,5,48.6,7,46.80015,30.516208,195000
brick,3,9,48.4,7.4,46.798389,30.50681,213000
